"identifiant";"Prenom";"Nom";"Region";"Departement";"Numero de circonscription";"Profession";"Groupe politique (complet)";"Groupe politique (abrege)"
"722110";"Hubert";"Wulfranc";"Normandie";"Seine-Maritime";"3";"Profession rattachee à l'enseignement";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"722344";"Hubert";"Julien-Laferriere";"Auvergne-Rhône-Alpes";"Rhône";"2";"Professeur certifie de SES";"ecologiste - NUPES";"Ecolo - NUPES"
"793756";"François";"Piquemal";"Occitanie";"Haute-Garonne";"4";"Enseignant";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"793680";"Catherine";"Couturier";"Nouvelle-Aquitaine";"Creuse";"1";"Ancienne profession intermediaire";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"795900";"Marine";"Hamelet";"Occitanie";"Tarn-et-Garonne";"2";"Profession intermediaire administrative et commerciale des entreprises ";"Rassemblement National";"RN"
"335612";"Jean-Paul";"Lecoq";"Normandie";"Seine-Maritime";"8";"Fonctionnaire de categorie B";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"794818";"Stephanie";"Kochert";"Grand Est";"Bas-Rhin";"8";"Profession intermediaire de la sante et du travail social";"Horizons et apparentes";"HOR"
"793560";"Anne-Laure";"Babault";"Nouvelle-Aquitaine";"Charente-Maritime";"2";"Cadre administratif et commercial d'entreprise";"Democrate (MoDem et Independants)";"Dem"
"794538";"Thibaut";"François";"Hauts-de-France";"Nord";"17";"Cadre de la fonction publique";"Rassemblement National";"RN"
"719186";"Fadila";"Khattabi";"Bourgogne-Franche-Comte";"Côte-d'Or";"3";"Professeur d'anglais CFA";"Renaissance";"RE"
"1206";"Nicolas";"Dupont-Aignan";"Ile-de-France";"Essonne";"8";"Administrateur de l'Etat";"Non inscrit";"NI"
"794402";"Charlotte";"Leduc";"Grand Est";"Moselle";"3";"Archeozoologue";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"719550";"Liliana";"Tanguy";"Bretagne";"Finistere";"7";"Cadre superieur du secteur public";"Renaissance";"RE"
"794626";"Benjamin";"Saint-Huile";"Hauts-de-France";"Nord";"3";"Charge de mission";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"796042";"Frederic";"Boccaletti";"Provence-Alpes-Côte d'Azur";"Var";"7";"";"Rassemblement National";"RN"
"722382";"Benjamin";"Dirx";"Bourgogne-Franche-Comte";"Saône-et-Loire";"1";"Industriel-Chef d'entreprise";"Renaissance";"RE"
"794354";"Helene";"Laporte";"Nouvelle-Aquitaine";"Lot-et-Garonne";"2";"Analyste bancaire";"Rassemblement National";"RN"
"795974";"Philippe";"Lottiaux";"Provence-Alpes-Côte d'Azur";"Var";"4";"Cadre de la fonction publique";"Rassemblement National";"RN"
"795516";"Maxime";"Laisney";"Ile-de-France";"Seine-et-Marne";"10";"Professeur des ecoles, instituteur et assimile";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"794878";"Benoit";"Mournet";"Occitanie";"Hautes-Pyrenees";"2";"Cadre de la fonction publique";"Renaissance";"RE"
"793632";"Timothee";"Houssin";"Normandie";"Eure";"5";"Cadre ";"Rassemblement National";"RN"
"721584";"Jean";"Terlier";"Occitanie";"Tarn";"3";"Avocat";"Renaissance";"RE"
"720644";"Jerôme";"Nury";"Normandie";"Orne";"3";"Cadre de la fonction publique";"Les Republicains";"LR"
"609520";"Barbara";"Pompili";"Hauts-de-France";"Somme";"2";"Assistante parlementaire";"Renaissance";"RE"
"720480";"Charlotte";"Parmentier-Lecocq";"Hauts-de-France";"Nord";"6";"Industriel-Chef d'entreprise";"Renaissance";"RE"
"793892";"Stephanie";"Galzy";"Occitanie";"Herault";"5";"Employe administratif d'entreprise";"Rassemblement National";"RN"
"720704";"Laurence";"Vichnievsky";"Auvergne-Rhône-Alpes";"Puy-de-Dôme";"3";"Magistrat";"Democrate (MoDem et Independants)";"Dem"
"340643";"Lionel";"Royer-Perreaut";"Provence-Alpes-Côte d'Azur";"Bouches-du-Rhône";"6";"Cadre";"Renaissance";"RE"
"795644";"Nathalie";"Da Conceicao Carvalho";"Ile-de-France";"Essonne";"2";"Profession liberale";"Rassemblement National";"RN"
"721328";"Anne";"Brugnera";"Auvergne-Rhône-Alpes";"Rhône";"4";"Fonctionnaire de categorie A";"Renaissance";"RE"
"793394";"Arthur";"Delaporte";"Normandie";"Calvados";"2";"Professeur, profession scientifique";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"721908";"Yael";"Braun-Pivet";"Ile-de-France";"Yvelines";"5";"Avocate";"Renaissance";"RE"
"942";"Charles";"de Courson";"Grand Est";"Marne";"5";"Conseiller referendaire honoraire à la Cour des comptes";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"793696";"Serge";"Muller";"Nouvelle-Aquitaine";"Dordogne";"2";"Profession intermediaire de la sante et du travail social ";"Rassemblement National";"RN"
"793246";"Frederic";"Falcon";"Occitanie";"Aude";"2";"Commerçant et assimile ";"Rassemblement National";"RN"
"795912";"Laure";"Lavalette";"Provence-Alpes-Côte d'Azur";"Var";"2";"";"Rassemblement National";"RN"
"643184";"Brigitte";"Klinkert";"Grand Est";"Haut-Rhin";"1";"Ancien cadre";"Renaissance";"RE"
"719108";"Raphael";"Gerard";"Nouvelle-Aquitaine";"Charente-Maritime";"4";"Cadre superieur (secteur prive)";"Renaissance";"RE"
"720468";"Sebastien";"Chenu";"Hauts-de-France";"Nord";"19";"Conseiller en communication";"Rassemblement National";"RN"
"719910";"Mounir";"Belhamiti";"Pays de la Loire";"Loire-Atlantique";"1";"Ingenieur chef de projet digital";"Renaissance";"RE"
"719202";"Didier";"Paris";"Bourgogne-Franche-Comte";"Côte-d'Or";"5";"Cadre superieur (secteur prive) ";"Renaissance";"RE"
"720960";"Olivier";"Serva";"Guadeloupe";"Guadeloupe";"1";"Expert comptable";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"794410";"Vincent";"Seitlinger";"Grand Est";"Moselle";"5";"Notaire";"Les Republicains";"LR"
"794638";"Victor";"Catteau";"Hauts-de-France";"Nord";"5";"Juriste";"Rassemblement National";"RN"
"793398";"Jeremie";"Patrier-Leitus";"Normandie";"Calvados";"3";"Cadre de la fonction publique";"Horizons et apparentes";"HOR"
"607553";"Dominique";"Potier";"Grand Est";"Meurthe-et-Moselle";"5";"Agriculteur";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"718784";"eric";"Pauget";"Provence-Alpes-Côte d'Azur";"Alpes-Maritimes";"7";"Autre cadre (secteur prive)";"Les Republicains";"LR"
"721608";"Jean-Louis";"Bourlanges";"Ile-de-France";"Hauts-de-Seine";"12";"Retraite de la fonction publique";"Democrate (MoDem et Independants)";"Dem"
"795528";"Charles";"Rodwell";"Ile-de-France";"Yvelines";"1";"Cadre de la fonction publique";"Renaissance";"RE"
"720146";"Denis";"Masseglia";"Pays de la Loire";"Maine-et-Loire";"5";"Ingenieur Arts et metiers";"Renaissance";"RE"
"794894";"Anaïs";"Sabatini";"Occitanie";"Pyrenees-Orientales";"2";"Avocate";"Rassemblement National";"RN"
"795466";"Ersilia";"Soudais";"Ile-de-France";"Seine-et-Marne";"7";"Professeur, profession scientifique";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"719922";"Lionel";"Causse";"Nouvelle-Aquitaine";"Landes";"2";"Autre cadre (secteur prive)";"Renaissance";"RE"
"330008";"Xavier";"Breton";"Auvergne-Rhône-Alpes";"Ain";"1";"Cadre territorial";"Les Republicains";"LR"
"795778";"Jean-Philippe";"Tanguy";"Hauts-de-France";"Somme";"4";"Cadre administratif et commercial d'entreprise";"Rassemblement National";"RN"
"794478";"David";"Guiraud";"Hauts-de-France";"Nord";"8";"Cadre administratif d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"721150";"Alexandre";"Holroyd";"Français etablis hors de France";"Français etablis hors de France";"3";"Cadre";"Renaissance";"RE"
"267306";"Andre";"Chassaigne";"Auvergne-Rhône-Alpes";"Puy-de-Dôme";"5";"Retraite de l'education nationale";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"719052";"Loïc";"Kervran";"Centre-Val de Loire";"Cher";"3";"Autre cadre (secteur prive)";"Horizons et apparentes";"HOR"
"795326";"Christopher";"Weissberg";"Français etablis hors de France";"Français etablis hors de France";"1";"Chef d'entreprise";"Renaissance";"RE"
"722252";"Marie-Pierre";"Rixain";"Ile-de-France";"Essonne";"4";"Consultante en communication";"Renaissance";"RE"
"2960";"eric";"Woerth";"Hauts-de-France";"Oise";"4";"Associe dans un cabinet d'audit international";"Renaissance";"RE"
"342415";"Marie-Noelle";"Battistel";"Auvergne-Rhône-Alpes";"Isere";"4";"Autre cadre (secteur prive)";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"795580";"Florian";"Chauche";"Bourgogne-Franche-Comte";"Territoire de Belfort";"2";"Fonctionnaire territorial - Agent du service courrier";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"720066";"Stephanie";"Rist";"Centre-Val de Loire";"Loiret";"1";"Medecin";"Renaissance";"RE"
"795136";"Jean-François";"Coulomme";"Auvergne-Rhône-Alpes";"Savoie";"4";"Ingenieur commercial";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"677483";"Stephane";"Mazars";"Occitanie";"Aveyron";"1";"Avocat";"Renaissance";"RE"
"721722";"Hadrien";"Ghomi";"Ile-de-France";"Seine-et-Marne";"8";"Cadre de la fonction publique";"Renaissance";"RE"
"718838";"Fabrice";"Brun";"Auvergne-Rhône-Alpes";"Ardeche";"3";"Industriel-Chef d'entreprise";"Les Republicains";"LR"
"795406";"Isabelle";"Perigault";"Ile-de-France";"Seine-et-Marne";"4";"Directrice administrative";"Les Republicains";"LR"
"794138";"Segolene";"Amiot";"Pays de la Loire";"Loire-Atlantique";"3";"Employe administratif d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"794650";"Jean-Marc";"Tellier";"Hauts-de-France";"Pas-de-Calais";"3";"Ancien cadre";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"794082";"Mathilde";"Hignet";"Bretagne";"Ille-et-Vilaine";"4";"Ouvriere agricole";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"333421";"Bertrand";"Pancher";"Grand Est";"Meuse";"1";"Directeur du developpement";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"722202";"Sebastien";"Jumel";"Normandie";"Seine-Maritime";"6";"Cadre de la fonction publique";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"793964";"Gregoire";"de Fournas";"Nouvelle-Aquitaine";"Gironde";"5";"Viticulteur";"Rassemblement National";"RN"
"267794";"Michele";"Tabarot";"Provence-Alpes-Côte d'Azur";"Alpes-Maritimes";"9";"Chef d'entreprise";"Les Republicains";"LR"
"795540";"Daniel";"Grenon";"Bourgogne-Franche-Comte";"Yonne";"1";"Ancien artisan, commerçant, chef d'entreprise";"Rassemblement National";"RN"
"793194";"Lionel";"Vuibert";"Grand Est";"Ardennes";"1";"Cadre d'entreprise de 10 salaries ou plus";"Renaissance";"RE"
"796118";"Benedicte";"Auzanot";"Provence-Alpes-Côte d'Azur";"Vaucluse";"2";"";"Rassemblement National";"RN"
"331835";"Monique";"Iborra";"Occitanie";"Haute-Garonne";"6";"Retraitee de la Fonction publique";"Renaissance";"RE"
"718674";"Olga";"Givernet";"Auvergne-Rhône-Alpes";"Ain";"3";"Ingenieure aeronautique";"Renaissance";"RE"
"721530";"Aude";"Luquet";"Ile-de-France";"Seine-et-Marne";"1";"Autre profession";"Democrate (MoDem et Independants)";"Dem"
"719756";"Christine";"Le Nabour";"Bretagne";"Ille-et-Vilaine";"5";"Employee (secteur prive)";"Renaissance";"RE"
"795278";"Beatrice";"Bellamy";"Pays de la Loire";"Vendee";"2";"Cadre administratif et commercial d'entreprise";"Horizons et apparentes";"HOR"
"794030";"Alexis";"Jolly";"Auvergne-Rhône-Alpes";"Isere";"6";"Commerçant et assimile";"Rassemblement National";"RN"
"795596";"Paul";"Vannier";"Ile-de-France";"Val-d'Oise";"5";"Professeur d'histoire-geographie";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"795144";"Antoine";"Armand";"Auvergne-Rhône-Alpes";"Haute-Savoie";"2";"Cadre de la fonction publique";"Renaissance";"RE"
"795076";"Sandrine";"Rousseau";"Ile-de-France";"Paris";"9";"Professeur, profession scientifique";"ecologiste - NUPES";"Ecolo - NUPES"
"793832";"Yoann";"Gillet";"Occitanie";"Gard";"1";"Cadre de la fonction publique";"Rassemblement National";"RN"
"721202";"eric";"Coquerel";"Ile-de-France";"Seine-Saint-Denis";"1";"Industriel-Chef d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"795410";"Beatrice";"Roullaud";"Ile-de-France";"Seine-et-Marne";"6";"Profession liberale";"Rassemblement National";"RN"
"722398";"Remy";"Rebeyrotte";"Bourgogne-Franche-Comte";"Saône-et-Loire";"3";"Professeur d'economie";"Renaissance";"RE"
"722000";"Stephane";"Buchou";"Pays de la Loire";"Vendee";"3";"Cadre superieur (secteur prive)";"Renaissance";"RE"
"606098";"Olivier";"Marleix";"Centre-Val de Loire";"Eure-et-Loir";"2";"Fonctionnaire de categorie A";"Les Republicains";"LR"
"345722";"Constance";"Le Grip";"Ile-de-France";"Hauts-de-Seine";"6";"Conseillere parlementaire";"Renaissance";"RE"
"795216";"Jean-François";"Lovisolo";"Provence-Alpes-Côte d'Azur";"Vaucluse";"5";"Maire";"Renaissance";"RE"
"1327";"Nicolas";"Forissier";"Centre-Val de Loire";"Indre";"2";"Chef d'entreprise";"Les Republicains";"LR"
"794762";"Sandrine";"Dogor-Such";"Occitanie";"Pyrenees-Orientales";"3";"Preparatrice en pharmacie";"Rassemblement National";"RN"
"793904";"Aurelien";"Lopez-Liguori";"Occitanie";"Herault";"7";"Attache parlementaire";"Rassemblement National";"RN"
"720838";"Soumya";"Bourouaha";"Ile-de-France";"Seine-Saint-Denis";"4";"Professeure";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"608826";"Virginie";"Duby-Muller";"Auvergne-Rhône-Alpes";"Haute-Savoie";"4";"Cadre du secteur prive";"Les Republicains";"LR"
"642764";"Joel";"Aviragnet";"Occitanie";"Haute-Garonne";"8";"Directeur d'un etablissement pour l'enfance handicapee";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"794846";"Charlotte";"Goetschy-Bolognese";"Grand Est";"Haut-Rhin";"5";"Chargee de gestion administrative";"Renaissance";"RE"
"605036";"Damien";"Abad";"Auvergne-Rhône-Alpes";"Ain";"5";"Sans profession declaree";"Renaissance";"RE"
"795266";"Agnes";"Carel";"Normandie";"Seine-Maritime";"7";"Enseignante";"Horizons et apparentes";"HOR"
"793708";"Sebastien";"Peytavie";"Nouvelle-Aquitaine";"Dordogne";"4";"Profession intermediaire de la sante et du travail social";"ecologiste - NUPES";"Ecolo - NUPES"
"795926";"Emmanuel";"Pellerin";"Ile-de-France";"Hauts-de-Seine";"9";"Profession liberale";"Renaissance";"RE"
"719866";"Caroline";"Abadie";"Auvergne-Rhône-Alpes";"Isere";"8";"Industriel-Chef entreprise";"Renaissance";"RE"
"794838";"Didier";"Lemaire";"Grand Est";"Haut-Rhin";"3";"Employe civil et agent de service de la fonction publique";"Horizons et apparentes";"HOR"
"719118";"François";"Cormier-Bouligeon";"Centre-Val de Loire";"Cher";"1";"Conseiller ministeriel";"Renaissance";"RE"
"721210";"Alexis";"Corbiere";"Ile-de-France";"Seine-Saint-Denis";"7";"Professeur de lycee professionnel";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"720696";"Beatrice";"Descamps";"Hauts-de-France";"Nord";"21";"Enseignant 1er deg.-directeur ecole";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"795722";"Karl";"Olive";"Ile-de-France";"Yvelines";"12";"Chef d'entreprise";"Renaissance";"RE"
"794426";"Anne";"Le Henanff";"Bretagne";"Morbihan";"1";"Consultante independante";"Horizons et apparentes";"HOR"
"721760";"Maud";"Gatel";"Ile-de-France";"Paris";"11";"Directrice generale adjointe d'une agence de communication";"Democrate (MoDem et Independants)";"Dem"
"793844";"Pascale";"Bordes";"Occitanie";"Gard";"3";"Profession liberale ";"Rassemblement National";"RN"
"719032";"Bertrand";"Bouyx";"Normandie";"Calvados";"5";"Pharmacien";"Renaissance";"RE"
"796062";"Thomas";"Portes";"Ile-de-France";"Seine-Saint-Denis";"3";"cheminot";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"794974";"Louis";"Margueritte";"Bourgogne-Franche-Comte";"Saône-et-Loire";"5";"Cadre de la fonction publique";"Renaissance";"RE"
"795998";"Emeline";"K/Bidi";"Reunion";"Reunion";"4";"Avocate";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"720162";"Philippe";"Bolo";"Pays de la Loire";"Maine-et-Loire";"7";"Ingenieur";"Democrate (MoDem et Independants)";"Dem"
"794906";"Gabriel";"Amard";"Auvergne-Rhône-Alpes";"Rhône";"6";"Cadre administratif et commercial d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"331582";"Philippe";"Vigier";"Centre-Val de Loire";"Eure-et-Loir";"4";"Biologiste A.I.H.P.";"Democrate (MoDem et Independants)";"Dem"
"610654";"Jean-Philippe";"Nilor";"Martinique";"Martinique";"4";"Collaborateur parlementaire";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"795228";"Nadege";"Abomangoli";"Ile-de-France";"Seine-Saint-Denis";"10";"Contrôleure interne et risk manager";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"794778";"Sandra";"Regol";"Grand Est";"Bas-Rhin";"1";"";"ecologiste - NUPES";"Ecolo - NUPES"
"795794";"Francesca";"Pasquini";"Ile-de-France";"Hauts-de-Seine";"2";"Professeur des ecoles, instituteur et assimile";"ecologiste - NUPES";"Ecolo - NUPES"
"794718";"Christine";"Engrand";"Hauts-de-France";"Pas-de-Calais";"6";"Cadre administratif et commercial d'entreprise";"Rassemblement National";"RN"
"719272";"Frederique";"Meunier";"Nouvelle-Aquitaine";"Correze";"2";"Avocate";"Les Republicains";"LR"
"720174";"Philippe";"Guillemard";"Grand Est";"Meurthe-et-Moselle";"1";"Avocat";"Renaissance";"RE"
"795672";"Arnaud";"Le Gall";"Ile-de-France";"Val-d'Oise";"9";"Cadre de la fonction publique";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"721458";"Xavier";"Roseren";"Auvergne-Rhône-Alpes";"Haute-Savoie";"6";"Commerçant";"Renaissance";"RE"
"719918";"Fabien";"Laine";"Nouvelle-Aquitaine";"Landes";"1";"Cadre commercial bâtiment";"Democrate (MoDem et Independants)";"Dem"
"794590";"Alexandre";"Loubet";"Grand Est";"Moselle";"7";"Cadre d'entreprise";"Rassemblement National";"RN"
"794314";"Mathilde";"Paris";"Centre-Val de Loire";"Loiret";"3";"Chef d'entreprise de 10 salaries ou plus ";"Rassemblement National";"RN"
"605963";"eric";"Alauzet";"Bourgogne-Franche-Comte";"Doubs";"2";"Medecin";"Renaissance";"RE"
"793270";"Jean-François";"Rousset";"Occitanie";"Aveyron";"3";"Chirurgien";"Renaissance";"RE"
"643157";"Philippe";"Naillet";"Reunion";"Reunion";"1";"Inspecteur assurance-vie";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"795482";"Manon";"Meunier";"Nouvelle-Aquitaine";"Haute-Vienne";"3";"Cadre de la fonction publique";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"793588";"Nicolas";"Pacquot";"Bourgogne-Franche-Comte";"Doubs";"3";"Ingenieur et cadre technique d'entreprise";"Renaissance";"RE"
"794562";"Philippe";"Ballard";"Hauts-de-France";"Oise";"2";"Ancien journaliste";"Rassemblement National";"RN"
"793532";"Murielle";"Lepvraud";"Bretagne";"Côtes-d'Armor";"4";"Employe administratif d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"335999";"Delphine";"Batho";"Nouvelle-Aquitaine";"Deux-Sevres";"2";"Cadre territorial";"ecologiste - NUPES";"Ecolo - NUPES"
"794442";"Laurence";"Robert-Dehault";"Grand Est";"Haute-Marne";"2";"Profession liberale ";"Rassemblement National";"RN"
"2449";"Jean-Pierre";"Pont";"Hauts-de-France";"Pas-de-Calais";"5";"Medecin";"Renaissance";"RE"
"330909";"Vincent";"Descoeur";"Auvergne-Rhône-Alpes";"Cantal";"1";"Professeur agrege de biologie";"Les Republicains";"LR"
"720342";"Nicole";"Le Peih";"Bretagne";"Morbihan";"3";"Agricultrice";"Renaissance";"RE"
"718962";"Jean-Marc";"Zulesi";"Provence-Alpes-Côte d'Azur";"Bouches-du-Rhône";"8";"Autre cadre (secteur prive)";"Renaissance";"RE"
"795552";"Julien";"Odoul";"Bourgogne-Franche-Comte";"Yonne";"3";"Collaborateur parlementaire";"Rassemblement National";"RN"
"720190";"Bertrand";"Sorre";"Normandie";"Manche";"2";"Enseignant 1er degre-directeur d'ecole (en disponibilite)";"Renaissance";"RE"
"722366";"Jean-Luc";"Fugit";"Auvergne-Rhône-Alpes";"Rhône";"11";"Professeur de faculte";"Renaissance";"RE"
"719396";"Jean-Charles";"Larsonneur";"Bretagne";"Finistere";"2";"Diplomate";"Horizons et apparentes";"HOR"
"2952";"Jean-Luc";"Warsmann";"Grand Est";"Ardennes";"3";"Directeur de mutuelle";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"795876";"Davy";"Rimane";"Guyane";"Guyane";"2";"Technicien";"Gauche democrate et republicaine - NUPES";"GDR - NUPES"
"720754";"Bruno";"Studer";"Grand Est";"Bas-Rhin";"3";"Professeur du secondaire et technique";"Renaissance";"RE"
"794206";"Christophe";"Marion";"Centre-Val de Loire";"Loir-et-Cher";"3";"Delegue general du Comite des travaux historiques et scientifiques";"Renaissance";"RE"
"795808";"Sabrina";"Sebaihi";"Ile-de-France";"Hauts-de-Seine";"4";"Profession liberale";"ecologiste - NUPES";"Ecolo - NUPES"
"794502";"Michael";"Taverne";"Hauts-de-France";"Nord";"12";"Policier et militaire";"Rassemblement National";"RN"
"643089";"Jean-Louis";"Thieriot";"Ile-de-France";"Seine-et-Marne";"3";"Avocat";"Les Republicains";"LR"
"342240";"Jean-Luc";"Bourgeaux";"Bretagne";"Ille-et-Vilaine";"7";"Agriculteur";"Les Republicains";"LR"
"719286";"Paul-Andre";"Colombani";"Corse";"Corse-du-Sud";"2";"Medecin";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"793528";"Chantal";"Bouloux";"Bretagne";"Côtes-d'Armor";"2";"Directrice d'Ehpad";"Renaissance";"RE"
"721976";"Bruno";"Millienne";"Ile-de-France";"Yvelines";"9";"Cadre superieur (secteur prive)";"Democrate (MoDem et Independants)";"Dem"
"720552";"Isabelle";"Rauch";"Grand Est";"Moselle";"9";"Consultante";"Horizons et apparentes";"HOR"
"720932";"Dominique";"Da Silva";"Ile-de-France";"Val-d'Oise";"7";"Industriel-Chef d'entreprise";"Renaissance";"RE"
"794330";"Anthony";"Brosse";"Centre-Val de Loire";"Loiret";"5";"Profession intermediaire de la sante et du travail social";"Renaissance";"RE"
"718910";"Claire";"Pitollat";"Provence-Alpes-Côte d'Azur";"Bouches-du-Rhône";"2";"Ingenieure";"Renaissance";"RE"
"721482";"David";"Valence";"Grand Est";"Vosges";"2";"Professeur agrege";"Renaissance";"RE"
"1592";"David";"Habib";"Nouvelle-Aquitaine";"Pyrenees-Atlantiques";"3";"Cadre";"Non inscrit";"NI"
"795422";"Damien";"Maudet";"Nouvelle-Aquitaine";"Haute-Vienne";"1";"Cadre administratif et commercial d'entreprise";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"720038";"Sandrine";"Josso";"Pays de la Loire";"Loire-Atlantique";"7";"Autre profession liberale";"Democrate (MoDem et Independants)";"Dem"
"795746";"Antoine";"Leaument";"Ile-de-France";"Essonne";"10";"Responsable de la communication numerique";"La France insoumise - Nouvelle Union Populaire ecologique et sociale";"LFI - NUPES"
"722070";"Pierre";"Henriet";"Pays de la Loire";"Vendee";"5";"Professeur du secondaire et technique";"Renaissance";"RE"
"794678";"Thierry";"Frappe";"Hauts-de-France";"Pas-de-Calais";"10";"Profession liberale";"Rassemblement National";"RN"
"718978";"Mohamed";"Laqhila";"Provence-Alpes-Côte d'Azur";"Bouches-du-Rhône";"11";"Expert-Comptable-Commissaire aux Comptes";"Democrate (MoDem et Independants)";"Dem"
"794386";"Lysiane";"Metayer";"Bretagne";"Morbihan";"5";"Cadre de la fonction publique";"Renaissance";"RE"
"719798";"Daniel";"Labaronne";"Centre-Val de Loire";"Indre-et-Loire";"2";"Retraite de l'enseignement superieur";"Renaissance";"RE"
"793362";"Jose";"Gonzalez";"Provence-Alpes-Côte d'Azur";"Bouches-du-Rhône";"10";"Ancien employe";"Rassemblement National";"RN"
"720900";"Cecile";"Rilhac";"Ile-de-France";"Val-d'Oise";"3";"Profession rattachee à l'enseignement";"Renaissance";"RE"
"794270";"Anna";"Pic";"Normandie";"Manche";"4";"Professeur, profession scientifique";"Socialistes et apparentes (membre de l’intergroupe NUPES)";"SOC"
"793210";"Laurent";"Panifous";"Occitanie";"Ariege";"2";"Directeur d'etablissements sanitaires et sociaux";"Libertes, Independants, Outre-mer et Territoires";"LIOT"
"794222";"Annick";"Cousin";"Nouvelle-Aquitaine";"Lot-et-Garonne";"3";"Agent administratif hospitalier";"Rassemblement National";"RN"
"712015";"Julien";"Dive";"Hauts-de-France";"Aisne";"2";"Chef de projet dans l'industrie";"Les Republicains";"LR"
"722150";"Sacha";"Houlie";"Nouvelle-Aquitaine";"Vienne";"2";"Avocat";"Renaissance";"RE"
"719778";"François";"Jolivet";"Centre-Val de Loire";"Indre";"1";"Cadre superieur (secteur prive)";"Horizons et apparentes";"HOR"
"720006";"Luc";"Geismar";"Pays de la Loire";"Loire-Atlantique";"5";"Directeur regional des ventes";"Democrate (MoDem et Independants)";"Dem"
"794734";"Michel";"Guiniot";"Hauts-de-France";"Oise";"6";"Ancien cadre";"Rassemblement National";"RN"
